Title,Year,Username,UserID,Date,Start,Finish,Paused,Duration,Percent,Platform,Player,Type,Transcode,RatingKey
Brooklyn Nine-Nine - Terry Kitties,2016,kregorkruusvald,168005844,06/30/2024,12:09,12:31,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139540
Brooklyn Nine-Nine - Cheddar,2016,kregorkruusvald,168005844,06/30/2024,11:48,12:09,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139539
Bridgerton - Swish,2020,Kristina K,16439482,06/30/2024,08:01,09:04,9 mins,54 mins,100,tvOS,Apple TV,episode,copy,139240
Love Island - Episode 5,2024,kregorkruusvald,168005844,06/30/2024,00:35,01:23,0 mins,48 mins,100,Chrome,Chrome,episode,transcode,139700
Love Island - Episode 4,2024,kregorkruusvald,168005844,06/29/2024,23:46,00:35,6 secs,51 mins,100,Chrome,Chrome,episode,transcode,139699
Love Island - Episode 3,2024,kregorkruusvald,168005844,06/29/2024,23:01,23:46,0 mins,45 mins,100,Chrome,Chrome,episode,transcode,139697
Bridgerton - The Duke and I,2020,Kristina K,16439482,06/29/2024,22:47,23:05,12 mins,6 mins,100,tvOS,Apple TV,episode,copy,139239
Love Island - Episode 2,2024,kregorkruusvald,168005844,06/29/2024,22:15,23:01,1 min,45 mins,100,Chrome,Chrome,episode,transcode,139696
Bridgerton - The Duke and I,2020,Kristina K,16439482,06/29/2024,21:36,22:47,18 mins,52 mins,100,tvOS,Apple TV,episode,copy,139239
Bridgerton - An Affair of Honor,2020,Kristina K,16439482,06/29/2024,19:18,21:36,8 mins,58 mins,100,tvOS,Apple TV,episode,copy,139238
Love Island - Episode 1,2024,kregorkruusvald,168005844,06/29/2024,22:09,21:30,1 sec,1 hr 2 mins,100,Chrome,Chrome,episode,transcode,139695
Bridgerton - Art of the Swoon,2020,Kristina K,16439482,06/29/2024,17:58,19:18,20 mins,54 mins,100,tvOS,Apple TV,episode,copy,139237
Bridgerton - Shock and Delight,2020,Kristina K,16439482,06/29/2024,16:46,17:58,13 mins,59 mins,100,tvOS,Apple TV,episode,copy,139236
Bridgerton - Diamond of the First Water,2020,Kristina K,16439482,06/29/2024,19:26,16:42,46 mins,53 mins,100,tvOS,Apple TV,episode,direct play,139235
Seinfeld - The Finale (1),1998,Rauno T,8898770,06/29/2024,14:42,11:31,36 mins,56 mins,100,tvOS,Apple TV,episode,direct play,126782
Brooklyn Nine-Nine - Adrian Pimento,2016,kregorkruusvald,168005844,06/28/2024,22:59,23:20,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139538
Brooklyn Nine-Nine - House Mouses,2016,kregorkruusvald,168005844,06/28/2024,22:37,22:59,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139537
Furiosa: A Mad Max Saga,2024,kregorkruusvald,168005844,06/28/2024,20:14,22:37,0 mins,2 hrs 23 mins,100,Android,Smart TV Pro,movie,direct play,139858
The Queen's Gambit - End Game,2020,williamsarevet,314398203,06/28/2024,19:27,11:26,22 mins,1 hr 8 mins,100,webOS,LG OLED55B8PLA,episode,direct play,139837
Brooklyn Nine-Nine - The 9-8,2016,kregorkruusvald,168005844,06/27/2024,22:33,22:55,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139536
Brooklyn Nine-Nine - Karen Peralta,2016,kregorkruusvald,168005844,06/27/2024,22:11,22:33,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139535
Brooklyn Nine-Nine - The Cruise,2016,kregorkruusvald,168005844,06/27/2024,21:50,22:11,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139534
My Next Guest Needs No Introduction With David Letterman - Charles Barkley,2024,Rauno T,8898770,06/27/2024,21:35,22:25,3 mins,47 mins,100,tvOS,Apple TV,episode,direct play,139810
Brooklyn Nine-Nine - 9 Days,2016,kregorkruusvald,168005844,06/27/2024,21:28,21:50,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139533
Parks and Recreation - Win, Lose, or Draw,2012,williamsarevet,314398203,06/27/2024,21:26,21:53,0 mins,27 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123297
Brooklyn Nine-Nine - Hostage Situation,2016,kregorkruusvald,168005844,06/27/2024,21:07,21:28,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139532
Parks and Recreation - Bus Tour,2012,williamsarevet,314398203,06/27/2024,21:02,21:25,0 mins,23 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123296
Brooklyn Nine-Nine - Yippie Kayak,2015,kregorkruusvald,168005844,06/27/2024,20:45,21:07,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139531
Parks and Recreation - The Debate,2012,williamsarevet,314398203,06/27/2024,22:40,20:35,7 mins,25 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123295
Brooklyn Nine-Nine - The Swedes,2015,kregorkruusvald,168005844,06/27/2024,19:02,19:24,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139530
Brooklyn Nine-Nine - Ava,2015,kregorkruusvald,168005844,06/27/2024,18:41,19:02,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139529
Brooklyn Nine-Nine - The Mattress,2015,kregorkruusvald,168005844,06/27/2024,18:19,18:41,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139528
The Queen's Gambit - Adjournment,2020,williamsarevet,314398203,06/27/2024,13:36,14:46,9 mins,1 hr 1 min,100,webOS,LG OLED55B8PLA,episode,direct play,139836
The Queen's Gambit - Fork,2020,williamsarevet,314398203,06/27/2024,12:46,13:32,0 mins,46 mins,100,webOS,LG OLED55B8PLA,episode,direct play,139835
The Queen's Gambit - Middle Game,2020,williamsarevet,314398203,06/27/2024,21:55,09:39,10 mins,57 mins,100,webOS,LG OLED55B8PLA,episode,direct play,139834
Brooklyn Nine-Nine - Into the Woods,2015,kregorkruusvald,168005844,06/26/2024,22:44,23:05,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139527
Brooklyn Nine-Nine - Halloween III,2015,kregorkruusvald,168005844,06/26/2024,22:22,22:44,1 min,21 mins,100,Android,Smart TV Pro,episode,direct play,139526
The Queen's Gambit - Middle Game,2020,williamsarevet,314398203,06/26/2024,21:29,21:55,7 secs,25 mins,4,webOS,LG OLED55B8PLA,episode,direct play,139834
Turning Point: The Bomb and the Cold War  - We Are Not Dead Yet,2024,Rauno T,8898770,06/26/2024,21:35,21:47,5 mins,1 hr 8 mins,100,tvOS,Apple TV,episode,direct play,135297
Eric - Episode 2,2024,Kristina K,16439482,06/26/2024,19:48,20:04,11 mins,5 mins,9,tvOS,Apple TV,episode,copy,139456
Bridgerton - An Affair of Honor,2020,Rika T,20848970,06/26/2024,19:30,20:36,8 mins,58 mins,100,Tizen,TV 2019,episode,direct play,139238
Eric - Episode 1,2024,Kristina K,16439482,06/26/2024,16:17,19:48,7 mins,50 mins,100,tvOS,Apple TV,episode,copy,139455
MILF Manor - Runaway MILF,2024,Rika T,20848970,06/26/2024,17:56,19:07,27 mins,44 mins,100,Tizen,TV 2019,episode,direct play,140916
MILF Manor - MILFless,2024,Rika T,20848970,06/26/2024,17:12,17:56,2 mins,43 mins,100,Tizen,TV 2019,episode,direct play,140915
Brooklyn Nine-Nine - The Oolong Slayer,2015,kregorkruusvald,168005844,06/26/2024,17:06,17:27,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139525
The Queen's Gambit - Middle Game,2020,williamsarevet,314398203,06/26/2024,16:07,16:12,0 mins,5 mins,3,webOS,LG OLED55B8PLA,episode,direct play,139834
The Queen's Gambit - Doubled Pawns,2020,williamsarevet,314398203,06/26/2024,14:40,16:07,27 mins,45 mins,100,webOS,LG OLED55B8PLA,episode,direct play,139833
The Queen's Gambit - Exchanges,2020,williamsarevet,314398203,06/26/2024,16:15,14:40,23 mins,1 hr 5 mins,100,webOS,LG OLED55B8PLA,episode,direct play,139832
Philadelphia - Dorothy,2018,Rauno T,8898770,06/26/2024,14:03,14:08,4 mins,1 min,100,tvOS,Apple TV,track,direct play,102470
Black Tar & Nicotine - Dorothy,2018,Rauno T,8898770,06/26/2024,13:59,14:03,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,102469
On My Knees - Dorothy,2018,Rauno T,8898770,06/26/2024,13:52,13:59,2 mins,5 mins,100,tvOS,Apple TV,track,direct play,102468
Pretty When You’re High - Dorothy,2018,Rauno T,8898770,06/26/2024,13:50,13:52,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,102463
Seinfeld - The Chronicle (2),1998,Rauno T,8898770,06/26/2024,13:43,13:50,11 secs,6 mins,100,tvOS,Apple TV,episode,direct play,126781
Seinfeld - The Chronicle (1),1998,Rauno T,8898770,06/26/2024,13:40,13:43,4 secs,2 mins,100,tvOS,Apple TV,episode,direct play,126780
Turning Point: The Bomb and the Cold War  - The Sun Came Up Tremendous,2024,patrikte,33071402,06/26/2024,00:07,00:26,0 mins,19 mins,100,Tizen,TV 2021,episode,transcode,135289
Parks and Recreation - Live Ammo,2012,williamsarevet,314398203,06/25/2024,22:17,22:38,0 mins,21 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123294
House of the Dragon - Rhaenyra the Cruel,2024,Rauno T,8898770,06/25/2024,21:23,22:37,7 mins,1 hr 7 mins,100,tvOS,Apple TV,episode,direct play,139869
Smiling Friends - Pim Finally Turns Green,2024,williamsarevet,314398203,06/25/2024,11:03,18:33,24 mins,13 mins,100,webOS,LG OLED55B8PLA,episode,direct play,139874
Parks and Recreation - Lucky,2012,williamsarevet,314398203,06/25/2024,17:39,18:02,2 mins,22 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123293
Parks and Recreation - Campaign Shake-Up,2012,williamsarevet,314398203,06/25/2024,17:17,17:38,1 min,21 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123292
Parks and Recreation - Sweet Sixteen,2012,williamsarevet,314398203,06/25/2024,14:39,17:16,29 mins,22 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123291
Bridgerton - Art of the Swoon,2020,Rika T,20848970,06/24/2024,19:19,20:13,7 secs,54 mins,100,Tizen,TV 2019,episode,direct play,139237
Bridgerton - Shock and Delight,2020,Rika T,20848970,06/24/2024,16:24,18:49,3 mins,1 hr,100,Tizen,TV 2019,episode,direct play,139236
Parks and Recreation - Dave Returns,2012,williamsarevet,314398203,06/24/2024,14:27,14:38,1 min,22 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123290
Tell Them You Love Me,2024,patrikte,33071402,06/23/2024,14:49,16:30,0 mins,1 hr 41 mins,100,Tizen,TV 2019,movie,direct play,139828
Parks and Recreation - Operation Ann,2012,williamsarevet,314398203,06/23/2024,14:05,14:27,0 mins,21 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123289
Parks and Recreation - Bowling for Votes,2012,williamsarevet,314398203,06/23/2024,13:44,14:05,0 mins,21 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123288
Parks and Recreation - Campaign Ad,2012,williamsarevet,314398203,06/23/2024,22:56,13:44,4 mins,31 mins,100,webOS,LG OLED55B8PLA,episode,direct play,123287
Parks and Recreation - The Comeback Kid,2012,williamsarevet,314398203,06/22/2024,20:18,22:56,0 mins,24 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123286
The Queen's Gambit - Openings,2020,williamsarevet,314398203,06/20/2024,14:29,15:52,26 mins,57 mins,100,webOS,LG 55SK7900PLA,episode,direct play,139831
Resurrection Man - Don McLean,2024,Rauno T,8898770,06/19/2024,21:28,21:30,18 secs,2 mins,100,iOS,iPad,track,direct play,139725
The Simpsons - Homer's Crossing,2023,Rauno T,8898770,06/19/2024,19:44,20:55,4 mins,15 mins,100,tvOS,Apple TV,episode,direct play,139757
Parks and Recreation - Citizen Knope,2011,williamsarevet,314398203,06/19/2024,19:56,20:18,0 mins,22 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123285
Silo - Machines,2023,Rauno T,8898770,06/19/2024,22:28,20:40,14 mins,55 mins,100,tvOS,Apple TV,episode,direct play,125502
Parks and Recreation - The Trial of Leslie Knope,2011,williamsarevet,314398203,06/19/2024,19:34,19:56,0 mins,21 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123284
Parks and Recreation - Smallest Park,2011,williamsarevet,314398203,06/19/2024,21:38,19:34,0 mins,25 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123283
Seinfeld - The Puerto Rican Day,1998,Rauno T,8898770,06/19/2024,13:51,14:14,6 secs,23 mins,100,tvOS,Apple TV,episode,direct play,126779
Parks and Recreation - The Treaty,2011,williamsarevet,314398203,06/18/2024,20:38,21:38,3 mins,21 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123282
Smiling Friends - The Magical Red Jewel (aka Tyler Gets Fired),2024,williamsarevet,314398203,06/18/2024,15:16,15:40,29 secs,11 mins,100,iOS,iPhone,episode,direct play,139752
Bridgerton - Into the Light,2024,williamsarevet,314398203,06/18/2024,13:23,14:48,15 mins,1 hr 10 mins,100,webOS,LG 55SK7900PLA,episode,direct play,139691
Turning Point: The Bomb and the Cold War  - Moscow Will Not Be Silent,2024,Rauno T,8898770,06/17/2024,21:23,21:14,8 mins,1 hr 1 min,100,tvOS,Apple TV,episode,direct play,135296
Parks and Recreation - End of the World,2011,williamsarevet,314398203,06/17/2024,20:26,20:52,0 mins,26 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123281
Parks and Recreation - Meet 'n' Greet,2011,williamsarevet,314398203,06/17/2024,19:45,20:24,18 mins,22 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123280
Parks and Recreation - Pawnee Rangers,2011,williamsarevet,314398203,06/17/2024,21:54,19:45,7 mins,22 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123279
House of the Dragon - A Son for a Son,2024,Rauno T,8898770,06/17/2024,19:25,20:33,11 mins,57 mins,100,tvOS,Apple TV,episode,direct play,139744
Smiling Friends - The Magical Red Jewel (AKA Tyler Gets Fired),2024,williamsarevet,314398203,06/17/2024,17:32,17:48,5 mins,11 mins,100,iOS,iPhone,episode,direct play,139752
Smiling Friends - Charlie, Pim, and Bill vs the Alien,2024,williamsarevet,314398203,06/17/2024,17:21,17:32,7 secs,11 mins,100,iOS,iPhone,episode,direct play,139740
Smiling Friends - Brother's Egg,2024,williamsarevet,314398203,06/17/2024,17:01,17:21,12 mins,9 mins,100,iOS,iPhone,episode,direct play,139739
Bridgerton - Joining of Hands,2024,williamsarevet,314398203,06/17/2024,14:24,15:27,2 mins,1 hr 2 mins,100,webOS,LG 55SK7900PLA,episode,direct play,139690
Bridgerton - Romancing Mister Bridgerton,2024,williamsarevet,314398203,06/17/2024,11:00,14:23,5 secs,1 hr 7 mins,100,webOS,LG 55SK7900PLA,episode,direct play,139692
Smiling Friends - Erm, the Boss Finds Love?,2024,williamsarevet,314398203,06/16/2024,23:26,23:36,6 secs,11 mins,100,iOS,iPhone,episode,direct play,139738
Smiling Friends - A Allan Adventure,2024,williamsarevet,314398203,06/16/2024,23:15,23:26,7 secs,11 mins,100,iOS,iPhone,episode,direct play,139737
Smiling Friends - Mr. President,2024,williamsarevet,314398203,06/16/2024,23:03,23:15,6 secs,11 mins,100,iOS,iPhone,episode,direct play,139735
Smiling Friends - Gwimbly: Definitive Remastered Enhanced Extended Edition DX 4k (Anniversary Director's Cut),2024,williamsarevet,314398203,06/16/2024,22:52,23:03,14 secs,11 mins,100,iOS,iPhone,episode,direct play,139734
Parks and Recreation - Born and Raised,2011,williamsarevet,314398203,06/16/2024,21:31,21:53,1 min,21 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123278
Parks and Recreation - Ron and Tammys,2011,williamsarevet,314398203,06/16/2024,23:02,21:31,3 mins,28 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123277
Turning Point: The Bomb and the Cold War  - The End of History,2024,Rauno T,8898770,06/16/2024,19:39,20:55,13 mins,1 hr 3 mins,100,tvOS,Apple TV,episode,direct play,135295
Bridgerton - Diamond of the First Water,2020,Rika T,20848970,06/16/2024,19:25,20:23,2 secs,58 mins,100,Tizen,TV 2019,episode,direct play,139235
Turning Point: The Bomb and the Cold War  - Empire Is Untenable,2024,Rauno T,8898770,06/16/2024,15:49,18:23,26 mins,1 hr 4 mins,100,tvOS,Apple TV,episode,direct play,135294
Turning Point: The Bomb and the Cold War  - War Games,2024,Rauno T,8898770,06/16/2024,21:25,15:49,23 mins,1 hr 5 mins,100,tvOS,Apple TV,episode,direct play,135293
Seinfeld - The Maid,1998,Rauno T,8898770,06/16/2024,11:01,11:24,0 mins,23 mins,100,tvOS,Apple TV,episode,direct play,126778
God Is - Kanye West,2019,Rauno T,8898770,06/15/2024,08:51,08:53,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,111523
Water - Kanye West & Ant Clemons,2019,Rauno T,8898770,06/15/2024,08:48,08:51,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,111522
Everything We Need - Kanye West, Ty Dolla $ign & Ant Clemons,2019,Rauno T,8898770,06/15/2024,08:46,08:48,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,111521
On God - Kanye West,2019,Rauno T,8898770,06/15/2024,08:44,08:46,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,111520
Closed on Sunday - Kanye West,2019,Rauno T,8898770,06/15/2024,08:41,08:44,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,111519
Follow God - Kanye West,2019,Rauno T,8898770,06/15/2024,16:22,08:41,1 sec,3 mins,100,tvOS,Apple TV,track,direct play,111518
Selah - Kanye West,2019,Rauno T,8898770,06/15/2024,08:37,08:39,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,111517
Every Hour - Kanye West & Sunday Service,2019,Rauno T,8898770,06/15/2024,08:35,08:37,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,111516
Security - Ye,2022,Rauno T,8898770,06/15/2024,08:32,08:34,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,111533
Skit #4 - Kanye West,2005,Rauno T,8898770,06/15/2024,08:31,08:32,0 mins,1 min,100,tvOS,Apple TV,track,direct play,111687
True Love - Ye,2022,Rauno T,8898770,06/15/2024,08:27,08:31,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,111528
Hell of a Life - Kanye West,2010,Rauno T,8898770,06/15/2024,08:22,08:27,0 mins,5 mins,100,tvOS,Apple TV,track,direct play,111581
Dark Fantasy - Kanye West,2010,Rauno T,8898770,06/15/2024,08:17,08:22,0 mins,5 mins,100,tvOS,Apple TV,track,direct play,111588
Parks and Recreation - I'm Leslie Knope,2011,williamsarevet,314398203,06/14/2024,22:28,23:01,31 mins,22 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123276
Back to Black,2024,Rika T,20848970,06/14/2024,19:40,21:35,2 secs,1 hr 55 mins,100,Tizen,TV 2019,movie,direct play,139545
Baby Reindeer - Episode 7,2024,Rika T,20848970,06/14/2024,18:24,18:53,0 mins,29 mins,100,Tizen,TV 2019,episode,direct play,138543
Baby Reindeer - Episode 6,2024,Rika T,20848970,06/14/2024,17:51,18:24,1 min,32 mins,100,Tizen,TV 2019,episode,direct play,138542
Love Island - Episode 1,2024,kregorkruusvald,168005844,06/14/2024,17:29,18:11,0 mins,42 mins,100,Android,Smart TV Pro,episode,direct play,139695
Baby Reindeer - Episode 5,2024,Rika T,20848970,06/14/2024,17:25,17:51,0 mins,26 mins,100,Tizen,TV 2019,episode,direct play,138541
Seinfeld - The Bookstore,1998,Rauno T,8898770,06/14/2024,15:44,16:07,0 mins,23 mins,100,tvOS,Apple TV,episode,direct play,126776
Bridgerton - Into the Light,2024,kregorkruusvald,168005844,06/14/2024,15:35,16:42,0 mins,1 hr 7 mins,100,Android,Smart TV Pro,episode,direct play,139691
Bridgerton - Tick Tock,2024,williamsarevet,314398203,06/14/2024,12:56,13:54,1 sec,58 mins,100,webOS,LG 55SK7900PLA,episode,direct play,139689
Bridgerton - Joining of Hands,2024,kregorkruusvald,168005844,06/14/2024,10:07,11:05,0 mins,58 mins,100,Android,Smart TV Pro,episode,direct play,139690
Bridgerton - Romancing Mister Bridgerton,2024,kregorkruusvald,168005844,06/14/2024,14:32,10:07,0 mins,1 hr 5 mins,100,Android,Smart TV Pro,episode,direct play,139692
Parks and Recreation - Li'l Sebastian,2011,williamsarevet,314398203,06/13/2024,22:00,22:27,0 mins,28 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123314
Brooklyn Nine-Nine - Boyle's Hunch,2015,kregorkruusvald,168005844,06/13/2024,21:32,21:53,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139524
Parks and Recreation - The Bubble,2011,williamsarevet,314398203,06/13/2024,21:25,21:59,13 mins,21 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123313
Parks and Recreation - Road Trip,2011,williamsarevet,314398203,06/13/2024,20:00,21:25,6 mins,21 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123312
Brooklyn Nine-Nine - The Funeral,2015,kregorkruusvald,168005844,06/13/2024,21:10,21:32,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139523
Brooklyn Nine-Nine - New Captain,2015,kregorkruusvald,168005844,06/13/2024,20:49,21:10,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139522
Brooklyn Nine-Nine - Johnny and Dora,2015,kregorkruusvald,168005844,06/13/2024,20:27,20:48,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139495
Turning Point: The Bomb and the Cold War  - The Wall,2024,Rauno T,8898770,06/13/2024,20:38,21:01,6 mins,1 hr 5 mins,100,tvOS,Apple TV,episode,direct play,135292
Brooklyn Nine-Nine - The Chopper,2015,kregorkruusvald,168005844,06/13/2024,20:05,20:27,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139494
Seinfeld - The Burning,1998,Rauno T,8898770,06/13/2024,12:47,20:07,22 mins,23 mins,100,tvOS,Apple TV,episode,direct play,126775
The Idea of You,2024,Kristina K,16439482,06/13/2024,13:54,15:00,14 mins,51 mins,100,tvOS,Apple TV,movie,transcode,139256
Bridgerton - Tick Tock,2024,kregorkruusvald,168005844,06/13/2024,13:34,14:32,0 mins,58 mins,100,Android,Smart TV Pro,episode,direct play,139689
The Wolf of Wall Street,2013,Rauno T,8898770,06/12/2024,21:39,22:01,1 min,20 mins,100,tvOS,Apple TV,movie,direct play,5914
The Wolf of Wall Street,2013,Rauno T,8898770,06/12/2024,12:43,21:39,2 mins,24 mins,100,tvOS,Apple TV,movie,direct play,5914
Challengers,2024,Rauno T,8898770,06/12/2024,20:18,20:22,1 min,3 mins,100,tvOS,Apple TV,movie,direct play,139269
Parks and Recreation - The Fight,2011,williamsarevet,314398203,06/12/2024,20:11,20:37,2 mins,24 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123311
Brooklyn Nine-Nine - Det. Dave Majors,2015,kregorkruusvald,168005844,06/12/2024,20:03,20:24,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139493
Parks and Recreation - Eagleton,2011,williamsarevet,314398203,06/12/2024,19:48,20:10,3 mins,20 mins,100,webOS,LG 55SK7900PLA,episode,direct play,123310
Brooklyn Nine-Nine - AC/DC,2015,kregorkruusvald,168005844,06/12/2024,19:41,20:03,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139492
Brooklyn Nine-Nine - Sabotage,2015,kregorkruusvald,168005844,06/12/2024,19:20,19:41,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139491
Baby Reindeer - Episode 4,2024,Rika T,20848970,06/12/2024,18:56,19:42,0 mins,46 mins,100,Tizen,TV 2019,episode,direct play,138540
Baby Reindeer - Episode 3,2024,Rika T,20848970,06/12/2024,18:19,18:56,1 min,36 mins,100,Tizen,TV 2019,episode,direct play,138539
Baby Reindeer - Episode 2,2024,Rika T,20848970,06/12/2024,17:50,18:19,18 secs,27 mins,100,Tizen,TV 2019,episode,direct play,138538
Baby Reindeer - Episode 1,2024,Rika T,20848970,06/12/2024,17:17,17:50,3 mins,30 mins,100,Tizen,TV 2019,episode,direct play,138537
MILF Manor - Along Came MILF'y,2024,Rika T,20848970,06/12/2024,15:51,16:43,7 mins,45 mins,100,Tizen,TV 2019,episode,direct play,140914
Seinfeld - The Wizard,1998,Rauno T,8898770,06/12/2024,14:10,14:44,10 mins,24 mins,100,tvOS,Apple TV,episode,direct play,126774
The Idea of You,2024,williamsarevet,314398203,06/12/2024,14:07,16:04,4 mins,1 hr 53 mins,100,webOS,LG 55SK7900PLA,movie,direct play,139256
Face Against My Soul - Skid Row,1995,Rauno T,8898770,06/12/2024,14:05,14:09,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,116446
Into Another - Skid Row,1995,Rauno T,8898770,06/12/2024,14:01,14:05,0 mins,4 mins,100,tvOS,Apple TV,track,direct play,116445
Remains to Be Seen - Skid Row,1995,Rauno T,8898770,06/12/2024,13:58,14:01,0 mins,3 mins,100,tvOS,Apple TV,track,direct play,116442
Eileen - Skid Row,1995,Rauno T,8898770,06/12/2024,13:53,13:58,0 mins,6 mins,100,tvOS,Apple TV,track,direct play,116441
Firesign - Skid Row,1995,Rauno T,8898770,06/12/2024,12:32,12:55,19 mins,3 mins,100,tvOS,Apple TV,track,direct play,116438
Ziggy Stardust - David Bowie,1972,Rauno T,8898770,06/12/2024,10:02,10:07,3 mins,1 min,100,tvOS,Apple TV,track,direct play,103301
I’m Afraid of Americans - David Bowie,1997,Rauno T,8898770,06/12/2024,09:59,10:01,0 mins,2 mins,100,tvOS,Apple TV,track,direct play,103124
Baby Reindeer - Episode 7,2024,patrikte,33071402,06/12/2024,09:18,09:47,0 mins,29 mins,100,Tizen,TV 2021,episode,transcode,138543
Baby Reindeer - Episode 6,2024,patrikte,33071402,06/12/2024,03:01,09:18,25 secs,35 mins,100,Tizen,TV 2021,episode,transcode,138542
Baby Reindeer - Episode 5,2024,patrikte,33071402,06/12/2024,02:35,03:01,0 mins,26 mins,100,Tizen,TV 2021,episode,transcode,138541
Baby Reindeer - Episode 4,2024,patrikte,33071402,06/12/2024,01:52,02:35,0 mins,43 mins,100,Tizen,TV 2021,episode,transcode,138540
Baby Reindeer - Episode 3,2024,patrikte,33071402,06/12/2024,01:12,01:52,4 mins,36 mins,100,Tizen,TV 2021,episode,transcode,138539
Baby Reindeer - Episode 2,2024,patrikte,33071402,06/12/2024,00:46,01:12,0 mins,26 mins,100,Tizen,TV 2021,episode,transcode,138538
Baby Reindeer - Episode 1,2024,patrikte,33071402,06/12/2024,00:12,00:46,3 mins,31 mins,100,Tizen,TV 2021,episode,transcode,138537
Brooklyn Nine-Nine - Captain Peralta,2015,kregorkruusvald,168005844,06/11/2024,22:59,23:21,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139490
Brooklyn Nine-Nine - Boyle-Linetti Wedding,2015,kregorkruusvald,168005844,06/11/2024,22:38,22:59,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139489
Brooklyn Nine-Nine - The Wednesday Incident,2015,kregorkruusvald,168005844,06/11/2024,22:16,22:37,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139488
Brooklyn Nine-Nine - Windbreaker City,2015,kregorkruusvald,168005844,06/11/2024,21:54,22:15,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139487
Brooklyn Nine-Nine - The Defense Rests,2015,kregorkruusvald,168005844,06/11/2024,21:32,21:54,0 mins,21 mins,100,Android,Smart TV Pro,episode,direct play,139486
Brooklyn Nine-Nine - Payback,2015,kregorkruusvald,168005844,06/11/2024,21:10,21:32,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139485
Brooklyn Nine-Nine - Beach House,2015,kregorkruusvald,168005844,06/11/2024,20:49,21:10,0 mins,22 mins,100,Android,Smart TV Pro,episode,direct play,139484
